participant_id,block,game,horizon,info_condition,reward_mean_H,reward_mean_I,trial_num,is_free,choice,model_choice,reward,cumulative_reward,log_likelihood,prompt,top2_tokens
31,2,103,6,1,40,52,7,True,I,I,63,353,-0.57421875,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 103. There are 10 trials in this game.', 'You are instructed to press H and get 51 points.', 'You are instructed to press H and get 51 points.', 'You are instructed to press I and get 49 points.', 'You are instructed to press H and get 35 points.', 'You press <<H>> and get 50 points.', 'You press <<I>> and get 54 points.']You press <<","[{'token': 'I', 'prob': 0.5625}, {'token': 'H', 'prob': 0.4375}]"
31,2,103,6,1,40,52,8,True,H,I,42,395,-1.3125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 103. There are 10 trials in this game.', 'You are instructed to press H and get 51 points.', 'You are instructed to press H and get 51 points.', 'You are instructed to press I and get 49 points.', 'You are instructed to press H and get 35 points.', 'You press <<H>> and get 50 points.', 'You press <<I>> and get 54 points.', 'You press <<I>> and get 63 points.']You press <<","[{'token': 'I', 'prob': 0.73046875}, {'token': 'H', 'prob': 0.26953125}]"
31,2,103,6,1,40,52,9,True,I,I,60,455,-0.203125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 103. There are 10 trials in this game.', 'You are instructed to press H and get 51 points.', 'You are instructed to press H and get 51 points.', 'You are instructed to press I and get 49 points.', 'You are instructed to press H and get 35 points.', 'You press <<H>> and get 50 points.', 'You press <<I>> and get 54 points.', 'You press <<I>> and get 63 points.', 'You press <<H>> and get 42 points.']You press <<","[{'token': 'I', 'prob': 0.81640625}, {'token': 'H', 'prob': 0.1826171875}]"
31,2,103,6,1,40,52,10,True,I,I,42,497,-0.38671875,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 103. There are 10 trials in this game.', 'You are instructed to press H and get 51 points.', 'You are instructed to press H and get 51 points.', 'You are instructed to press I and get 49 points.', 'You are instructed to press H and get 35 points.', 'You press <<H>> and get 50 points.', 'You press <<I>> and get 54 points.', 'You press <<I>> and get 63 points.', 'You press <<H>> and get 42 points.', 'You press <<I>> and get 60 points.']You press <<","[{'token': 'I', 'prob': 0.6796875}, {'token': 'H', 'prob': 0.3203125}]"
31,2,104,6,3,60,40,5,True,H,H,49,235,-0.314453125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 104. There are 10 trials in this game.', 'You are instructed to press I and get 42 points.', 'You are instructed to press H and get 66 points.', 'You are instructed to press I and get 35 points.', 'You are instructed to press I and get 43 points.']You press <<","[{'token': 'H', 'prob': 0.73046875}, {'token': 'I', 'prob': 0.26953125}]"
31,2,104,6,3,60,40,6,True,I,H,32,267,-1.21875,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 104. There are 10 trials in this game.', 'You are instructed to press I and get 42 points.', 'You are instructed to press H and get 66 points.', 'You are instructed to press I and get 35 points.', 'You are instructed to press I and get 43 points.', 'You press <<H>> and get 49 points.']You press <<","[{'token': 'H', 'prob': 0.70703125}, {'token': 'I', 'prob': 0.294921875}]"
31,2,104,6,3,60,40,7,True,H,H,67,334,-0.1611328125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 104. There are 10 trials in this game.', 'You are instructed to press I and get 42 points.', 'You are instructed to press H and get 66 points.', 'You are instructed to press I and get 35 points.', 'You are instructed to press I and get 43 points.', 'You press <<H>> and get 49 points.', 'You press <<I>> and get 32 points.']You press <<","[{'token': 'H', 'prob': 0.8515625}, {'token': 'I', 'prob': 0.1484375}]"
31,2,104,6,3,60,40,8,True,H,H,50,384,-0.283203125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 104. There are 10 trials in this game.', 'You are instructed to press I and get 42 points.', 'You are instructed to press H and get 66 points.', 'You are instructed to press I and get 35 points.', 'You are instructed to press I and get 43 points.', 'You press <<H>> and get 49 points.', 'You press <<I>> and get 32 points.', 'You press <<H>> and get 67 points.']You press <<","[{'token': 'H', 'prob': 0.75390625}, {'token': 'I', 'prob': 0.2451171875}]"
31,2,104,6,3,60,40,9,True,H,H,62,446,-0.34765625,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 104. There are 10 trials in this game.', 'You are instructed to press I and get 42 points.', 'You are instructed to press H and get 66 points.', 'You are instructed to press I and get 35 points.', 'You are instructed to press I and get 43 points.', 'You press <<H>> and get 49 points.', 'You press <<I>> and get 32 points.', 'You press <<H>> and get 67 points.', 'You press <<H>> and get 50 points.']You press <<","[{'token': 'H', 'prob': 0.70703125}, {'token': 'I', 'prob': 0.294921875}]"
31,2,104,6,3,60,40,10,True,H,H,58,504,-0.142578125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 104. There are 10 trials in this game.', 'You are instructed to press I and get 42 points.', 'You are instructed to press H and get 66 points.', 'You are instructed to press I and get 35 points.', 'You are instructed to press I and get 43 points.', 'You press <<H>> and get 49 points.', 'You press <<I>> and get 32 points.', 'You press <<H>> and get 67 points.', 'You press <<H>> and get 50 points.', 'You press <<H>> and get 62 points.']You press <<","[{'token': 'H', 'prob': 0.8671875}, {'token': 'I', 'prob': 0.1328125}]"
31,2,105,6,3,68,60,5,True,I,I,56,315,-0.57421875,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 105. There are 10 trials in this game.', 'You are instructed to press I and get 49 points.', 'You are instructed to press I and get 75 points.', 'You are instructed to press I and get 71 points.', 'You are instructed to press H and get 64 points.']You press <<","[{'token': 'I', 'prob': 0.5625}, {'token': 'H', 'prob': 0.4375}]"
31,2,105,6,3,68,60,6,True,H,H,61,376,-0.69140625,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 105. There are 10 trials in this game.', 'You are instructed to press I and get 49 points.', 'You are instructed to press I and get 75 points.', 'You are instructed to press I and get 71 points.', 'You are instructed to press H and get 64 points.', 'You press <<I>> and get 56 points.']You press <<","[{'token': 'I', 'prob': 0.5}, {'token': 'H', 'prob': 0.5}]"
31,2,105,6,3,68,60,7,True,H,I,58,434,-0.9765625,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 105. There are 10 trials in this game.', 'You are instructed to press I and get 49 points.', 'You are instructed to press I and get 75 points.', 'You are instructed to press I and get 71 points.', 'You are instructed to press H and get 64 points.', 'You press <<I>> and get 56 points.', 'You press <<H>> and get 61 points.']You press <<","[{'token': 'I', 'prob': 0.62109375}, {'token': 'H', 'prob': 0.376953125}]"
31,2,105,6,3,68,60,8,True,I,I,52,486,-0.427734375,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 105. There are 10 trials in this game.', 'You are instructed to press I and get 49 points.', 'You are instructed to press I and get 75 points.', 'You are instructed to press I and get 71 points.', 'You are instructed to press H and get 64 points.', 'You press <<I>> and get 56 points.', 'You press <<H>> and get 61 points.', 'You press <<H>> and get 58 points.']You press <<","[{'token': 'I', 'prob': 0.65234375}, {'token': 'H', 'prob': 0.34765625}]"
31,2,105,6,3,68,60,9,True,I,H,47,533,-0.90234375,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 105. There are 10 trials in this game.', 'You are instructed to press I and get 49 points.', 'You are instructed to press I and get 75 points.', 'You are instructed to press I and get 71 points.', 'You are instructed to press H and get 64 points.', 'You press <<I>> and get 56 points.', 'You press <<H>> and get 61 points.', 'You press <<H>> and get 58 points.', 'You press <<I>> and get 52 points.']You press <<","[{'token': 'H', 'prob': 0.59375}, {'token': 'I', 'prob': 0.40625}]"
31,2,105,6,3,68,60,10,True,H,H,69,602,-0.2275390625,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 105. There are 10 trials in this game.', 'You are instructed to press I and get 49 points.', 'You are instructed to press I and get 75 points.', 'You are instructed to press I and get 71 points.', 'You are instructed to press H and get 64 points.', 'You press <<I>> and get 56 points.', 'You press <<H>> and get 61 points.', 'You press <<H>> and get 58 points.', 'You press <<I>> and get 52 points.', 'You press <<I>> and get 47 points.']You press <<","[{'token': 'H', 'prob': 0.796875}, {'token': 'I', 'prob': 0.2021484375}]"
31,2,106,6,3,40,44,5,True,I,I,39,226,-0.38671875,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 106. There are 10 trials in this game.', 'You are instructed to press I and get 37 points.', 'You are instructed to press H and get 36 points.', 'You are instructed to press I and get 57 points.', 'You are instructed to press I and get 57 points.']You press <<","[{'token': 'I', 'prob': 0.6796875}, {'token': 'H', 'prob': 0.3203125}]"
31,2,106,6,3,40,44,6,True,H,I,40,266,-0.7578125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 106. There are 10 trials in this game.', 'You are instructed to press I and get 37 points.', 'You are instructed to press H and get 36 points.', 'You are instructed to press I and get 57 points.', 'You are instructed to press I and get 57 points.', 'You press <<I>> and get 39 points.']You press <<","[{'token': 'I', 'prob': 0.53125}, {'token': 'H', 'prob': 0.46875}]"
31,2,106,6,3,40,44,7,True,H,I,39,305,-0.828125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 106. There are 10 trials in this game.', 'You are instructed to press I and get 37 points.', 'You are instructed to press H and get 36 points.', 'You are instructed to press I and get 57 points.', 'You are instructed to press I and get 57 points.', 'You press <<I>> and get 39 points.', 'You press <<H>> and get 40 points.']You press <<","[{'token': 'I', 'prob': 0.5625}, {'token': 'H', 'prob': 0.4375}]"
31,2,106,6,3,40,44,8,True,I,I,30,335,-0.427734375,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 106. There are 10 trials in this game.', 'You are instructed to press I and get 37 points.', 'You are instructed to press H and get 36 points.', 'You are instructed to press I and get 57 points.', 'You are instructed to press I and get 57 points.', 'You press <<I>> and get 39 points.', 'You press <<H>> and get 40 points.', 'You press <<H>> and get 39 points.']You press <<","[{'token': 'I', 'prob': 0.65234375}, {'token': 'H', 'prob': 0.34765625}]"
31,2,106,6,3,40,44,9,True,I,H,46,381,-1.21875,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 106. There are 10 trials in this game.', 'You are instructed to press I and get 37 points.', 'You are instructed to press H and get 36 points.', 'You are instructed to press I and get 57 points.', 'You are instructed to press I and get 57 points.', 'You press <<I>> and get 39 points.', 'You press <<H>> and get 40 points.', 'You press <<H>> and get 39 points.', 'You press <<I>> and get 30 points.']You press <<","[{'token': 'H', 'prob': 0.70703125}, {'token': 'I', 'prob': 0.294921875}]"
31,2,106,6,3,40,44,10,True,I,H,56,437,-0.828125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 106. There are 10 trials in this game.', 'You are instructed to press I and get 37 points.', 'You are instructed to press H and get 36 points.', 'You are instructed to press I and get 57 points.', 'You are instructed to press I and get 57 points.', 'You press <<I>> and get 39 points.', 'You press <<H>> and get 40 points.', 'You press <<H>> and get 39 points.', 'You press <<I>> and get 30 points.', 'You press <<I>> and get 46 points.']You press <<","[{'token': 'H', 'prob': 0.5625}, {'token': 'I', 'prob': 0.4375}]"
31,2,107,6,1,60,48,5,True,H,H,57,288,-0.203125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 107. There are 10 trials in this game.', 'You are instructed to press H and get 55 points.', 'You are instructed to press I and get 41 points.', 'You are instructed to press H and get 74 points.', 'You are instructed to press H and get 61 points.']You press <<","[{'token': 'H', 'prob': 0.81640625}, {'token': 'I', 'prob': 0.1826171875}]"
31,2,107,6,1,60,48,6,True,H,H,58,346,-0.2275390625,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 107. There are 10 trials in this game.', 'You are instructed to press H and get 55 points.', 'You are instructed to press I and get 41 points.', 'You are instructed to press H and get 74 points.', 'You are instructed to press H and get 61 points.', 'You press <<H>> and get 57 points.']You press <<","[{'token': 'H', 'prob': 0.796875}, {'token': 'I', 'prob': 0.2021484375}]"
31,2,107,6,1,60,48,7,True,H,H,60,406,-0.12890625,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 107. There are 10 trials in this game.', 'You are instructed to press H and get 55 points.', 'You are instructed to press I and get 41 points.', 'You are instructed to press H and get 74 points.', 'You are instructed to press H and get 61 points.', 'You press <<H>> and get 57 points.', 'You press <<H>> and get 58 points.']You press <<","[{'token': 'H', 'prob': 0.87890625}, {'token': 'I', 'prob': 0.119140625}]"
31,2,107,6,1,60,48,8,True,I,H,59,465,-2.703125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 107. There are 10 trials in this game.', 'You are instructed to press H and get 55 points.', 'You are instructed to press I and get 41 points.', 'You are instructed to press H and get 74 points.', 'You are instructed to press H and get 61 points.', 'You press <<H>> and get 57 points.', 'You press <<H>> and get 58 points.', 'You press <<H>> and get 60 points.']You press <<","[{'token': 'H', 'prob': 0.93359375}, {'token': 'I', 'prob': 0.0673828125}]"
31,2,107,6,1,60,48,9,True,I,H,53,518,-1.40625,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 107. There are 10 trials in this game.', 'You are instructed to press H and get 55 points.', 'You are instructed to press I and get 41 points.', 'You are instructed to press H and get 74 points.', 'You are instructed to press H and get 61 points.', 'You press <<H>> and get 57 points.', 'You press <<H>> and get 58 points.', 'You press <<H>> and get 60 points.', 'You press <<I>> and get 59 points.']You press <<","[{'token': 'H', 'prob': 0.75390625}, {'token': 'I', 'prob': 0.2451171875}]"
31,2,107,6,1,60,48,10,True,H,H,61,579,-0.283203125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 107. There are 10 trials in this game.', 'You are instructed to press H and get 55 points.', 'You are instructed to press I and get 41 points.', 'You are instructed to press H and get 74 points.', 'You are instructed to press H and get 61 points.', 'You press <<H>> and get 57 points.', 'You press <<H>> and get 58 points.', 'You press <<H>> and get 60 points.', 'You press <<I>> and get 59 points.', 'You press <<I>> and get 53 points.']You press <<","[{'token': 'H', 'prob': 0.75390625}, {'token': 'I', 'prob': 0.2451171875}]"
31,2,108,1,1,10,40,5,True,I,I,30,91,-0.38671875,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 108. There are 5 trials in this game.', 'You are instructed to press H and get 15 points.', 'You are instructed to press I and get 26 points.', 'You are instructed to press H and get 1 points.', 'You are instructed to press H and get 19 points.']You press <<","[{'token': 'I', 'prob': 0.6796875}, {'token': 'H', 'prob': 0.3203125}]"
31,2,109,1,3,10,40,5,True,I,I,40,164,-0.251953125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 109. There are 5 trials in this game.', 'You are instructed to press I and get 48 points.', 'You are instructed to press I and get 43 points.', 'You are instructed to press H and get 3 points.', 'You are instructed to press I and get 30 points.']You press <<","[{'token': 'I', 'prob': 0.77734375}, {'token': 'H', 'prob': 0.22265625}]"
31,2,110,6,2,40,44,5,True,H,I,34,194,-1.140625,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 110. There are 10 trials in this game.', 'You are instructed to press I and get 47 points.', 'You are instructed to press H and get 27 points.', 'You are instructed to press H and get 37 points.', 'You are instructed to press I and get 49 points.']You press <<","[{'token': 'I', 'prob': 0.6796875}, {'token': 'H', 'prob': 0.3203125}]"
31,2,110,6,2,40,44,6,True,I,I,51,245,-0.283203125,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 110. There are 10 trials in this game.', 'You are instructed to press I and get 47 points.', 'You are instructed to press H and get 27 points.', 'You are instructed to press H and get 37 points.', 'You are instructed to press I and get 49 points.', 'You press <<H>> and get 34 points.']You press <<","[{'token': 'I', 'prob': 0.75390625}, {'token': 'H', 'prob': 0.2451171875}]"
31,2,110,6,2,40,44,7,True,I,H,53,298,-0.69140625,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 110. There are 10 trials in this game.', 'You are instructed to press I and get 47 points.', 'You are instructed to press H and get 27 points.', 'You are instructed to press H and get 37 points.', 'You are instructed to press I and get 49 points.', 'You press <<H>> and get 34 points.', 'You press <<I>> and get 51 points.']You press <<","[{'token': 'I', 'prob': 0.5}, {'token': 'H', 'prob': 0.5}]"
