masked_position,original_token,prob_U_masked,prob_P_masked,delta_U,delta_P,trial_num,model_id,baseline_U,baseline_P
190,",",0.97265625,0.0260009765625,0.015625,-0.0159912109375,22,83811,0.95703125,0.0419921875
191,Trial,0.98046875,0.0203857421875,0.0234375,-0.0216064453125,22,83811,0.95703125,0.0419921875
192,,0.984375,0.015869140625,0.02734375,-0.026123046875,22,83811,0.95703125,0.0419921875
193,22,0.99609375,0.00360107421875,0.0390625,-0.03839111328125,22,83811,0.95703125,0.0419921875
194,:,0.98828125,0.010986328125,0.03125,-0.031005859375,22,83811,0.95703125,0.0419921875
195,Choice,0.90625,0.09521484375,-0.05078125,0.05322265625,22,83811,0.95703125,0.0419921875
196,U,0.953125,0.04736328125,-0.00390625,0.00537109375,22,83811,0.95703125,0.0419921875
197,,0.98046875,0.0203857421875,0.0234375,-0.0216064453125,22,83811,0.95703125,0.0419921875
198,→,0.984375,0.0140380859375,0.02734375,-0.0279541015625,22,83811,0.95703125,0.0419921875
199,,0.98828125,0.010986328125,0.03125,-0.031005859375,22,83811,0.95703125,0.0419921875
200,1,0.984375,0.0140380859375,0.02734375,-0.0279541015625,22,83811,0.95703125,0.0419921875
201,points,0.98828125,0.012451171875,0.03125,-0.029541015625,22,83811,0.95703125,0.0419921875
202,",",0.984375,0.015869140625,0.02734375,-0.026123046875,22,83811,0.95703125,0.0419921875
203,,0.9921875,0.00592041015625,0.03515625,-0.03607177734375,22,83811,0.95703125,0.0419921875
204,#,0.9921875,0.00592041015625,0.03515625,-0.03607177734375,22,83811,0.95703125,0.0419921875
205,Instructions,0.98828125,0.010986328125,0.03125,-0.031005859375,22,83811,0.95703125,0.0419921875
206,,0.98046875,0.0203857421875,0.0234375,-0.0216064453125,22,83811,0.95703125,0.0419921875
207,Respond,0.98046875,0.0203857421875,0.0234375,-0.0216064453125,22,83811,0.95703125,0.0419921875
208,with,0.98828125,0.010986328125,0.03125,-0.031005859375,22,83811,0.95703125,0.0419921875
209,**,0.984375,0.0140380859375,0.02734375,-0.0279541015625,22,83811,0.95703125,0.0419921875
210,only,0.9765625,0.02294921875,0.01953125,-0.01904296875,22,83811,0.95703125,0.0419921875
211,**,0.9765625,0.02294921875,0.01953125,-0.01904296875,22,83811,0.95703125,0.0419921875
212,one,0.9921875,0.00592041015625,0.03515625,-0.03607177734375,22,83811,0.95703125,0.0419921875
213,character,0.9921875,0.00860595703125,0.03515625,-0.03338623046875,22,83811,0.95703125,0.0419921875
214,:,0.96875,0.029296875,0.01171875,-0.0126953125,22,83811,0.95703125,0.0419921875
215,',0.93359375,0.0673828125,-0.0234375,0.025390625,22,83811,0.95703125,0.0419921875
216,U,0.9765625,0.02294921875,0.01953125,-0.01904296875,22,83811,0.95703125,0.0419921875
217,',0.96875,0.029296875,0.01171875,-0.0126953125,22,83811,0.95703125,0.0419921875
218,or,0.9921875,0.00970458984375,0.03515625,-0.03228759765625,22,83811,0.95703125,0.0419921875
219,',0.953125,0.04736328125,-0.00390625,0.00537109375,22,83811,0.95703125,0.0419921875
220,P,0.8515625,0.1484375,-0.10546875,0.1064453125,22,83811,0.95703125,0.0419921875
221,'.,0.93359375,0.0673828125,-0.0234375,0.025390625,22,83811,0.95703125,0.0419921875
222,No,0.984375,0.015869140625,0.02734375,-0.026123046875,22,83811,0.95703125,0.0419921875
223,punctuation,0.96875,0.033203125,0.01171875,-0.0087890625,22,83811,0.95703125,0.0419921875
224,",",0.98046875,0.0203857421875,0.0234375,-0.0216064453125,22,83811,0.95703125,0.0419921875
225,no,0.98046875,0.0179443359375,0.0234375,-0.0240478515625,22,83811,0.95703125,0.0419921875
226,quotes,0.98046875,0.0203857421875,0.0234375,-0.0216064453125,22,83811,0.95703125,0.0419921875
227,",",0.9765625,0.02294921875,0.01953125,-0.01904296875,22,83811,0.95703125,0.0419921875
228,no,0.98046875,0.0179443359375,0.0234375,-0.0240478515625,22,83811,0.95703125,0.0419921875
229,explanation,0.984375,0.0140380859375,0.02734375,-0.0279541015625,22,83811,0.95703125,0.0419921875
230,.,0.92578125,0.07568359375,-0.03125,0.03369140625,22,83811,0.95703125,0.0419921875
231,Answer,0.98828125,0.012451171875,0.03125,-0.029541015625,22,83811,0.95703125,0.0419921875
232,:,0.98046875,0.0203857421875,0.0234375,-0.0216064453125,22,83811,0.95703125,0.0419921875
233,<|start_header_id|>,0.96875,0.029296875,0.01171875,-0.0126953125,22,83811,0.95703125,0.0419921875
234,assistant,0.11328125,0.0830078125,-0.84375,0.041015625,22,83811,0.95703125,0.0419921875
235,<|end_header_id|>,0.98828125,0.012451171875,0.03125,-0.029541015625,22,83811,0.95703125,0.0419921875
236,,0.00012969970703125,3.0547380447387695e-06,-0.9569015502929688,-0.04198913276195526,22,83811,0.95703125,0.0419921875
0,<|begin_of_text|>,0.70703125,0.294921875,-0.20703125,0.2099609375,23,83811,0.9140625,0.0849609375
1,,0.96875,0.033203125,0.0546875,-0.0517578125,23,83811,0.9140625,0.0849609375
2,<|start_header_id|>,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
3,system,0.96875,0.033203125,0.0546875,-0.0517578125,23,83811,0.9140625,0.0849609375
4,<|end_header_id|>,0.96875,0.029296875,0.0546875,-0.0556640625,23,83811,0.9140625,0.0849609375
5,,0.9609375,0.037353515625,0.046875,-0.047607421875,23,83811,0.9140625,0.0849609375
6,You,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
7,are,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
8,participating,0.93359375,0.0673828125,0.01953125,-0.017578125,23,83811,0.9140625,0.0849609375
9,in,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
10,multiple,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
11,games,0.9140625,0.0849609375,0.0,0.0,23,83811,0.9140625,0.0849609375
12,involving,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
13,two,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
14,slot,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
15,machines,0.96875,0.033203125,0.0546875,-0.0517578125,23,83811,0.9140625,0.0849609375
16,",",0.96875,0.033203125,0.0546875,-0.0517578125,23,83811,0.9140625,0.0849609375
17,labeled,0.90625,0.09521484375,-0.0078125,0.01025390625,23,83811,0.9140625,0.0849609375
18,U,0.89453125,0.1064453125,-0.01953125,0.021484375,23,83811,0.9140625,0.0849609375
19,and,0.93359375,0.0673828125,0.01953125,-0.017578125,23,83811,0.9140625,0.0849609375
20,P,0.93359375,0.0673828125,0.01953125,-0.017578125,23,83811,0.9140625,0.0849609375
21,.,0.96875,0.033203125,0.0546875,-0.0517578125,23,83811,0.9140625,0.0849609375
22,Your,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
23,goal,0.9609375,0.037353515625,0.046875,-0.047607421875,23,83811,0.9140625,0.0849609375
24,is,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
25,to,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
26,choose,0.90625,0.09521484375,-0.0078125,0.01025390625,23,83811,0.9140625,0.0849609375
27,the,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
28,slot,0.90625,0.09521484375,-0.0078125,0.01025390625,23,83811,0.9140625,0.0849609375
29,machines,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
30,that,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
31,will,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
32,give,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
33,you,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
34,the,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
35,most,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
36,points,0.9140625,0.0849609375,0.0,0.0,23,83811,0.9140625,0.0849609375
37,.,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
38,You,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
39,will,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
40,receive,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
41,feedback,0.97265625,0.0260009765625,0.05859375,-0.0589599609375,23,83811,0.9140625,0.0849609375
42,about,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
43,the,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
44,outcome,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
45,after,0.96875,0.029296875,0.0546875,-0.0556640625,23,83811,0.9140625,0.0849609375
46,making,0.96875,0.033203125,0.0546875,-0.0517578125,23,83811,0.9140625,0.0849609375
47,a,0.96875,0.029296875,0.0546875,-0.0556640625,23,83811,0.9140625,0.0849609375
48,choice,0.8671875,0.1328125,-0.046875,0.0478515625,23,83811,0.9140625,0.0849609375
49,.,0.93359375,0.0673828125,0.01953125,-0.017578125,23,83811,0.9140625,0.0849609375
50,The,0.96875,0.033203125,0.0546875,-0.0517578125,23,83811,0.9140625,0.0849609375
51,environment,0.96875,0.029296875,0.0546875,-0.0556640625,23,83811,0.9140625,0.0849609375
52,may,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
53,change,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
54,unpredict,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
55,ably,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
56,",",0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
57,and,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
58,past,0.93359375,0.0673828125,0.01953125,-0.017578125,23,83811,0.9140625,0.0849609375
59,success,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
60,does,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
61,not,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
62,guarantee,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
63,future,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
64,results,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
65,.,0.96875,0.033203125,0.0546875,-0.0517578125,23,83811,0.9140625,0.0849609375
66,You,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
67,’ll,0.96875,0.033203125,0.0546875,-0.0517578125,23,83811,0.9140625,0.0849609375
68,need,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
69,to,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
70,adapt,0.93359375,0.0673828125,0.01953125,-0.017578125,23,83811,0.9140625,0.0849609375
71,to,0.9609375,0.037353515625,0.046875,-0.047607421875,23,83811,0.9140625,0.0849609375
72,these,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
73,changes,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
74,to,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
75,keep,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
76,finding,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
77,the,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
78,better,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
79,machine,0.9609375,0.037353515625,0.046875,-0.047607421875,23,83811,0.9140625,0.0849609375
80,.,0.97265625,0.0260009765625,0.05859375,-0.0589599609375,23,83811,0.9140625,0.0849609375
81,You,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
82,will,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
83,play,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
84,,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
85,1,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
86,game,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
87,in,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
88,total,0.9609375,0.037353515625,0.046875,-0.047607421875,23,83811,0.9140625,0.0849609375
89,",",0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
90,consisting,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
91,of,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
92,,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
93,100,0.87890625,0.119140625,-0.03515625,0.0341796875,23,83811,0.9140625,0.0849609375
94,trials,0.93359375,0.0673828125,0.01953125,-0.017578125,23,83811,0.9140625,0.0849609375
95,.,0.96875,0.033203125,0.0546875,-0.0517578125,23,83811,0.9140625,0.0849609375
96,<|eot_id|>,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
97,,0.89453125,0.1064453125,-0.01953125,0.021484375,23,83811,0.9140625,0.0849609375
98,<|start_header_id|>,0.92578125,0.07568359375,0.01171875,-0.00927734375,23,83811,0.9140625,0.0849609375
99,user,0.70703125,0.294921875,-0.20703125,0.2099609375,23,83811,0.9140625,0.0849609375
100,<|end_header_id|>,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
101,,0.9609375,0.037353515625,0.046875,-0.047607421875,23,83811,0.9140625,0.0849609375
102,#,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
103,Task,0.96875,0.029296875,0.0546875,-0.0556640625,23,83811,0.9140625,0.0849609375
104,Parameters,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
105,,0.98828125,0.010986328125,0.07421875,-0.073974609375,23,83811,0.9140625,0.0849609375
106,-,0.9609375,0.037353515625,0.046875,-0.047607421875,23,83811,0.9140625,0.0849609375
107,Trial,0.8671875,0.1328125,-0.046875,0.0478515625,23,83811,0.9140625,0.0849609375
108,,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
109,23,0.5,0.5,-0.4140625,0.4150390625,23,83811,0.9140625,0.0849609375
110,of,0.89453125,0.1064453125,-0.01953125,0.021484375,23,83811,0.9140625,0.0849609375
111,,0.9140625,0.0849609375,0.0,0.0,23,83811,0.9140625,0.0849609375
112,100,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
113,,0.9609375,0.037353515625,0.046875,-0.047607421875,23,83811,0.9140625,0.0849609375
114,-,0.96875,0.029296875,0.0546875,-0.0556640625,23,83811,0.9140625,0.0849609375
115,Choose,0.93359375,0.0673828125,0.01953125,-0.017578125,23,83811,0.9140625,0.0849609375
116,between,0.93359375,0.0673828125,0.01953125,-0.017578125,23,83811,0.9140625,0.0849609375
117,:,0.93359375,0.0673828125,0.01953125,-0.017578125,23,83811,0.9140625,0.0849609375
118,',0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
119,U,0.8515625,0.1484375,-0.0625,0.0634765625,23,83811,0.9140625,0.0849609375
120,',0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
121,or,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
122,',0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
123,P,0.98046875,0.0203857421875,0.06640625,-0.0645751953125,23,83811,0.9140625,0.0849609375
124,',0.90625,0.09521484375,-0.0078125,0.01025390625,23,83811,0.9140625,0.0849609375
125,-,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
126,Possible,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
127,outcomes,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
128,:,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
129,,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
130,1,0.93359375,0.0673828125,0.01953125,-0.017578125,23,83811,0.9140625,0.0849609375
131,(,0.89453125,0.1064453125,-0.01953125,0.021484375,23,83811,0.9140625,0.0849609375
132,success,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
133,),0.9609375,0.037353515625,0.046875,-0.047607421875,23,83811,0.9140625,0.0849609375
134,or,0.9609375,0.037353515625,0.046875,-0.047607421875,23,83811,0.9140625,0.0849609375
135,,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
136,0,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
137,(,0.92578125,0.07568359375,0.01171875,-0.00927734375,23,83811,0.9140625,0.0849609375
138,failure,0.97265625,0.0260009765625,0.05859375,-0.0589599609375,23,83811,0.9140625,0.0849609375
139,),0.97265625,0.0260009765625,0.05859375,-0.0589599609375,23,83811,0.9140625,0.0849609375
140,#,0.984375,0.0140380859375,0.0703125,-0.0709228515625,23,83811,0.9140625,0.0849609375
141,History,0.96875,0.033203125,0.0546875,-0.0517578125,23,83811,0.9140625,0.0849609375
142,,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
143,Trial,0.89453125,0.1064453125,-0.01953125,0.021484375,23,83811,0.9140625,0.0849609375
144,,0.96875,0.033203125,0.0546875,-0.0517578125,23,83811,0.9140625,0.0849609375
145,19,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
146,:,0.93359375,0.0673828125,0.01953125,-0.017578125,23,83811,0.9140625,0.0849609375
147,Choice,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
148,U,0.87890625,0.119140625,-0.03515625,0.0341796875,23,83811,0.9140625,0.0849609375
149,,0.9140625,0.0849609375,0.0,0.0,23,83811,0.9140625,0.0849609375
150,→,0.796875,0.2021484375,-0.1171875,0.1171875,23,83811,0.9140625,0.0849609375
151,,0.96875,0.029296875,0.0546875,-0.0556640625,23,83811,0.9140625,0.0849609375
152,1,0.796875,0.2021484375,-0.1171875,0.1171875,23,83811,0.9140625,0.0849609375
153,points,0.9609375,0.037353515625,0.046875,-0.047607421875,23,83811,0.9140625,0.0849609375
154,",",0.9609375,0.037353515625,0.046875,-0.047607421875,23,83811,0.9140625,0.0849609375
155,Trial,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
156,,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
157,20,0.93359375,0.0673828125,0.01953125,-0.017578125,23,83811,0.9140625,0.0849609375
158,:,0.97265625,0.0260009765625,0.05859375,-0.0589599609375,23,83811,0.9140625,0.0849609375
159,Choice,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
160,U,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
161,,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
162,→,0.8359375,0.1640625,-0.078125,0.0791015625,23,83811,0.9140625,0.0849609375
163,,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
164,1,0.8515625,0.1484375,-0.0625,0.0634765625,23,83811,0.9140625,0.0849609375
165,points,0.8671875,0.1328125,-0.046875,0.0478515625,23,83811,0.9140625,0.0849609375
166,",",0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
167,Trial,0.8671875,0.1328125,-0.046875,0.0478515625,23,83811,0.9140625,0.0849609375
168,,0.8515625,0.1484375,-0.0625,0.0634765625,23,83811,0.9140625,0.0849609375
169,21,0.75390625,0.2451171875,-0.16015625,0.16015625,23,83811,0.9140625,0.0849609375
170,:,0.9140625,0.0849609375,0.0,0.0,23,83811,0.9140625,0.0849609375
171,Choice,0.8671875,0.1328125,-0.046875,0.0478515625,23,83811,0.9140625,0.0849609375
172,U,0.65234375,0.34765625,-0.26171875,0.2626953125,23,83811,0.9140625,0.0849609375
173,,0.9609375,0.037353515625,0.046875,-0.047607421875,23,83811,0.9140625,0.0849609375
174,→,0.796875,0.2021484375,-0.1171875,0.1171875,23,83811,0.9140625,0.0849609375
175,,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
176,1,0.8671875,0.1328125,-0.046875,0.0478515625,23,83811,0.9140625,0.0849609375
177,points,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
178,",",0.89453125,0.1064453125,-0.01953125,0.021484375,23,83811,0.9140625,0.0849609375
179,Trial,0.93359375,0.0673828125,0.01953125,-0.017578125,23,83811,0.9140625,0.0849609375
180,,0.96875,0.033203125,0.0546875,-0.0517578125,23,83811,0.9140625,0.0849609375
181,22,0.87890625,0.119140625,-0.03515625,0.0341796875,23,83811,0.9140625,0.0849609375
182,:,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
183,Choice,0.90625,0.09521484375,-0.0078125,0.01025390625,23,83811,0.9140625,0.0849609375
184,U,0.77734375,0.22265625,-0.13671875,0.1376953125,23,83811,0.9140625,0.0849609375
185,,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
186,→,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
187,,0.9609375,0.037353515625,0.046875,-0.047607421875,23,83811,0.9140625,0.0849609375
188,1,0.92578125,0.07568359375,0.01171875,-0.00927734375,23,83811,0.9140625,0.0849609375
189,points,0.96875,0.033203125,0.0546875,-0.0517578125,23,83811,0.9140625,0.0849609375
190,",",0.96875,0.029296875,0.0546875,-0.0556640625,23,83811,0.9140625,0.0849609375
191,Trial,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
192,,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
193,23,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
194,:,0.9140625,0.0849609375,0.0,0.0,23,83811,0.9140625,0.0849609375
195,Choice,0.87890625,0.119140625,-0.03515625,0.0341796875,23,83811,0.9140625,0.0849609375
196,U,0.77734375,0.22265625,-0.13671875,0.1376953125,23,83811,0.9140625,0.0849609375
197,,0.93359375,0.0673828125,0.01953125,-0.017578125,23,83811,0.9140625,0.0849609375
198,→,0.96875,0.029296875,0.0546875,-0.0556640625,23,83811,0.9140625,0.0849609375
199,,0.97265625,0.0260009765625,0.05859375,-0.0589599609375,23,83811,0.9140625,0.0849609375
200,1,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
201,points,0.9765625,0.02294921875,0.0625,-0.06201171875,23,83811,0.9140625,0.0849609375
202,",",0.97265625,0.0260009765625,0.05859375,-0.0589599609375,23,83811,0.9140625,0.0849609375
203,,0.96875,0.029296875,0.0546875,-0.0556640625,23,83811,0.9140625,0.0849609375
204,#,0.98046875,0.0203857421875,0.06640625,-0.0645751953125,23,83811,0.9140625,0.0849609375
205,Instructions,0.98046875,0.0179443359375,0.06640625,-0.0670166015625,23,83811,0.9140625,0.0849609375
206,,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
207,Respond,0.75390625,0.2451171875,-0.16015625,0.16015625,23,83811,0.9140625,0.0849609375
208,with,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
209,**,0.93359375,0.0673828125,0.01953125,-0.017578125,23,83811,0.9140625,0.0849609375
210,only,0.92578125,0.07568359375,0.01171875,-0.00927734375,23,83811,0.9140625,0.0849609375
211,**,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
212,one,0.96875,0.029296875,0.0546875,-0.0556640625,23,83811,0.9140625,0.0849609375
213,character,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
214,:,0.87890625,0.119140625,-0.03515625,0.0341796875,23,83811,0.9140625,0.0849609375
215,',0.92578125,0.07568359375,0.01171875,-0.00927734375,23,83811,0.9140625,0.0849609375
216,U,0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
217,',0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
218,or,0.984375,0.0140380859375,0.0703125,-0.0709228515625,23,83811,0.9140625,0.0849609375
219,',0.90625,0.09521484375,-0.0078125,0.01025390625,23,83811,0.9140625,0.0849609375
220,P,0.6796875,0.3203125,-0.234375,0.2353515625,23,83811,0.9140625,0.0849609375
221,'.,0.73046875,0.26953125,-0.18359375,0.1845703125,23,83811,0.9140625,0.0849609375
222,No,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
223,punctuation,0.89453125,0.1064453125,-0.01953125,0.021484375,23,83811,0.9140625,0.0849609375
224,",",0.93359375,0.0673828125,0.01953125,-0.017578125,23,83811,0.9140625,0.0849609375
225,no,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
226,quotes,0.94140625,0.06005859375,0.02734375,-0.02490234375,23,83811,0.9140625,0.0849609375
227,",",0.9453125,0.053466796875,0.03125,-0.031494140625,23,83811,0.9140625,0.0849609375
228,no,0.953125,0.04736328125,0.0390625,-0.03759765625,23,83811,0.9140625,0.0849609375
229,explanation,0.95703125,0.0419921875,0.04296875,-0.04296875,23,83811,0.9140625,0.0849609375
230,.,0.81640625,0.1826171875,-0.09765625,0.09765625,23,83811,0.9140625,0.0849609375
231,Answer,0.93359375,0.0673828125,0.01953125,-0.017578125,23,83811,0.9140625,0.0849609375
232,:,0.90625,0.09521484375,-0.0078125,0.01025390625,23,83811,0.9140625,0.0849609375
233,<|start_header_id|>,0.89453125,0.1064453125,-0.01953125,0.021484375,23,83811,0.9140625,0.0849609375
234,assistant,0.1572265625,0.0615234375,-0.7568359375,-0.0234375,23,83811,0.9140625,0.0849609375
235,<|end_header_id|>,0.98046875,0.0203857421875,0.06640625,-0.0645751953125,23,83811,0.9140625,0.0849609375
236,,2.2649765014648438e-05,1.4528632164001465e-06,-0.9140398502349854,-0.0849594846367836,23,83811,0.9140625,0.0849609375
0,<|begin_of_text|>,0.70703125,0.294921875,-0.109375,0.1123046875,24,83811,0.81640625,0.1826171875
