participant_id,block,game,horizon,info_condition,reward_mean_H,reward_mean_I,trial_num,choice,reward,cumulative_reward,is_free,prompt
28,1,11,6,2.0,48.0,60.0,9,I,51.0,501.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 11. There are 10 trials in this game.', 'You are instructed to press I and get 61.0 points.', 'You are instructed to press H and get 52.0 points.', 'You are instructed to press H and get 48.0 points.', 'You are instructed to press I and get 67.0 points.', 'You press <<I>> and get 42.0 points.', 'You press <<I>> and get 56.0 points.', 'You press <<I>> and get 58.0 points.', 'You press <<I>> and get 66.0 points.']You press <<"
28,1,11,6,2.0,48.0,60.0,10,I,70.0,571.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 11. There are 10 trials in this game.', 'You are instructed to press I and get 61.0 points.', 'You are instructed to press H and get 52.0 points.', 'You are instructed to press H and get 48.0 points.', 'You are instructed to press I and get 67.0 points.', 'You press <<I>> and get 42.0 points.', 'You press <<I>> and get 56.0 points.', 'You press <<I>> and get 58.0 points.', 'You press <<I>> and get 66.0 points.', 'You press <<I>> and get 51.0 points.']You press <<"
28,1,12,6,3.0,10.0,40.0,1,I,32.0,101.0,False,
28,1,12,6,3.0,10.0,40.0,2,I,26.0,101.0,False,
28,1,12,6,3.0,10.0,40.0,3,I,33.0,101.0,False,
28,1,12,6,3.0,10.0,40.0,4,H,10.0,101.0,False,
28,1,12,6,3.0,10.0,40.0,5,I,51.0,152.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 12. There are 10 trials in this game.', 'You are instructed to press I and get 32.0 points.', 'You are instructed to press I and get 26.0 points.', 'You are instructed to press I and get 33.0 points.', 'You are instructed to press H and get 10.0 points.']You press <<"
28,1,12,6,3.0,10.0,40.0,6,I,43.0,195.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 12. There are 10 trials in this game.', 'You are instructed to press I and get 32.0 points.', 'You are instructed to press I and get 26.0 points.', 'You are instructed to press I and get 33.0 points.', 'You are instructed to press H and get 10.0 points.', 'You press <<I>> and get 51.0 points.']You press <<"
28,1,12,6,3.0,10.0,40.0,7,I,25.0,220.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 12. There are 10 trials in this game.', 'You are instructed to press I and get 32.0 points.', 'You are instructed to press I and get 26.0 points.', 'You are instructed to press I and get 33.0 points.', 'You are instructed to press H and get 10.0 points.', 'You press <<I>> and get 51.0 points.', 'You press <<I>> and get 43.0 points.']You press <<"
28,1,12,6,3.0,10.0,40.0,8,I,29.0,249.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 12. There are 10 trials in this game.', 'You are instructed to press I and get 32.0 points.', 'You are instructed to press I and get 26.0 points.', 'You are instructed to press I and get 33.0 points.', 'You are instructed to press H and get 10.0 points.', 'You press <<I>> and get 51.0 points.', 'You press <<I>> and get 43.0 points.', 'You press <<I>> and get 25.0 points.']You press <<"
28,1,12,6,3.0,10.0,40.0,9,I,43.0,292.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 12. There are 10 trials in this game.', 'You are instructed to press I and get 32.0 points.', 'You are instructed to press I and get 26.0 points.', 'You are instructed to press I and get 33.0 points.', 'You are instructed to press H and get 10.0 points.', 'You press <<I>> and get 51.0 points.', 'You press <<I>> and get 43.0 points.', 'You press <<I>> and get 25.0 points.', 'You press <<I>> and get 29.0 points.']You press <<"
28,1,12,6,3.0,10.0,40.0,10,I,38.0,330.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 12. There are 10 trials in this game.', 'You are instructed to press I and get 32.0 points.', 'You are instructed to press I and get 26.0 points.', 'You are instructed to press I and get 33.0 points.', 'You are instructed to press H and get 10.0 points.', 'You press <<I>> and get 51.0 points.', 'You press <<I>> and get 43.0 points.', 'You press <<I>> and get 25.0 points.', 'You press <<I>> and get 29.0 points.', 'You press <<I>> and get 43.0 points.']You press <<"
28,1,13,1,2.0,68.0,60.0,1,H,66.0,265.0,False,
28,1,13,1,2.0,68.0,60.0,2,H,79.0,265.0,False,
28,1,13,1,2.0,68.0,60.0,3,I,62.0,265.0,False,
28,1,13,1,2.0,68.0,60.0,4,I,58.0,265.0,False,
28,1,13,1,2.0,68.0,60.0,5,H,88.0,353.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 13. There are 5 trials in this game.', 'You are instructed to press H and get 66.0 points.', 'You are instructed to press H and get 79.0 points.', 'You are instructed to press I and get 62.0 points.', 'You are instructed to press I and get 58.0 points.']You press <<"
28,1,14,6,2.0,56.0,60.0,1,H,52.0,219.0,False,
28,1,14,6,2.0,56.0,60.0,2,H,60.0,219.0,False,
28,1,14,6,2.0,56.0,60.0,3,I,53.0,219.0,False,
28,1,14,6,2.0,56.0,60.0,4,I,54.0,219.0,False,
28,1,14,6,2.0,56.0,60.0,5,H,57.0,276.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 14. There are 10 trials in this game.', 'You are instructed to press H and get 52.0 points.', 'You are instructed to press H and get 60.0 points.', 'You are instructed to press I and get 53.0 points.', 'You are instructed to press I and get 54.0 points.']You press <<"
28,1,14,6,2.0,56.0,60.0,6,I,66.0,342.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 14. There are 10 trials in this game.', 'You are instructed to press H and get 52.0 points.', 'You are instructed to press H and get 60.0 points.', 'You are instructed to press I and get 53.0 points.', 'You are instructed to press I and get 54.0 points.', 'You press <<H>> and get 57.0 points.']You press <<"
28,1,14,6,2.0,56.0,60.0,7,H,57.0,399.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 14. There are 10 trials in this game.', 'You are instructed to press H and get 52.0 points.', 'You are instructed to press H and get 60.0 points.', 'You are instructed to press I and get 53.0 points.', 'You are instructed to press I and get 54.0 points.', 'You press <<H>> and get 57.0 points.', 'You press <<I>> and get 66.0 points.']You press <<"
28,1,14,6,2.0,56.0,60.0,8,I,51.0,450.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 14. There are 10 trials in this game.', 'You are instructed to press H and get 52.0 points.', 'You are instructed to press H and get 60.0 points.', 'You are instructed to press I and get 53.0 points.', 'You are instructed to press I and get 54.0 points.', 'You press <<H>> and get 57.0 points.', 'You press <<I>> and get 66.0 points.', 'You press <<H>> and get 57.0 points.']You press <<"
28,1,14,6,2.0,56.0,60.0,9,I,65.0,515.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 14. There are 10 trials in this game.', 'You are instructed to press H and get 52.0 points.', 'You are instructed to press H and get 60.0 points.', 'You are instructed to press I and get 53.0 points.', 'You are instructed to press I and get 54.0 points.', 'You press <<H>> and get 57.0 points.', 'You press <<I>> and get 66.0 points.', 'You press <<H>> and get 57.0 points.', 'You press <<I>> and get 51.0 points.']You press <<"
28,1,14,6,2.0,56.0,60.0,10,I,56.0,571.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 14. There are 10 trials in this game.', 'You are instructed to press H and get 52.0 points.', 'You are instructed to press H and get 60.0 points.', 'You are instructed to press I and get 53.0 points.', 'You are instructed to press I and get 54.0 points.', 'You press <<H>> and get 57.0 points.', 'You press <<I>> and get 66.0 points.', 'You press <<H>> and get 57.0 points.', 'You press <<I>> and get 51.0 points.', 'You press <<I>> and get 65.0 points.']You press <<"
28,1,15,6,2.0,80.0,60.0,1,I,47.0,255.0,False,
28,1,15,6,2.0,80.0,60.0,2,H,73.0,255.0,False,
28,1,15,6,2.0,80.0,60.0,3,I,53.0,255.0,False,
28,1,15,6,2.0,80.0,60.0,4,H,82.0,255.0,False,
28,1,15,6,2.0,80.0,60.0,5,H,81.0,336.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 15. There are 10 trials in this game.', 'You are instructed to press I and get 47.0 points.', 'You are instructed to press H and get 73.0 points.', 'You are instructed to press I and get 53.0 points.', 'You are instructed to press H and get 82.0 points.']You press <<"
28,1,15,6,2.0,80.0,60.0,6,H,81.0,417.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 15. There are 10 trials in this game.', 'You are instructed to press I and get 47.0 points.', 'You are instructed to press H and get 73.0 points.', 'You are instructed to press I and get 53.0 points.', 'You are instructed to press H and get 82.0 points.', 'You press <<H>> and get 81.0 points.']You press <<"
28,1,15,6,2.0,80.0,60.0,7,H,88.0,505.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 15. There are 10 trials in this game.', 'You are instructed to press I and get 47.0 points.', 'You are instructed to press H and get 73.0 points.', 'You are instructed to press I and get 53.0 points.', 'You are instructed to press H and get 82.0 points.', 'You press <<H>> and get 81.0 points.', 'You press <<H>> and get 81.0 points.']You press <<"
28,1,15,6,2.0,80.0,60.0,8,I,61.0,566.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 15. There are 10 trials in this game.', 'You are instructed to press I and get 47.0 points.', 'You are instructed to press H and get 73.0 points.', 'You are instructed to press I and get 53.0 points.', 'You are instructed to press H and get 82.0 points.', 'You press <<H>> and get 81.0 points.', 'You press <<H>> and get 81.0 points.', 'You press <<H>> and get 88.0 points.']You press <<"
28,1,15,6,2.0,80.0,60.0,9,I,70.0,636.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 15. There are 10 trials in this game.', 'You are instructed to press I and get 47.0 points.', 'You are instructed to press H and get 73.0 points.', 'You are instructed to press I and get 53.0 points.', 'You are instructed to press H and get 82.0 points.', 'You press <<H>> and get 81.0 points.', 'You press <<H>> and get 81.0 points.', 'You press <<H>> and get 88.0 points.', 'You press <<I>> and get 61.0 points.']You press <<"
28,1,15,6,2.0,80.0,60.0,10,H,65.0,701.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 15. There are 10 trials in this game.', 'You are instructed to press I and get 47.0 points.', 'You are instructed to press H and get 73.0 points.', 'You are instructed to press I and get 53.0 points.', 'You are instructed to press H and get 82.0 points.', 'You press <<H>> and get 81.0 points.', 'You press <<H>> and get 81.0 points.', 'You press <<H>> and get 88.0 points.', 'You press <<I>> and get 61.0 points.', 'You press <<I>> and get 70.0 points.']You press <<"
28,1,16,6,2.0,90.0,60.0,1,I,54.0,263.0,False,
28,1,16,6,2.0,90.0,60.0,2,H,86.0,263.0,False,
28,1,16,6,2.0,90.0,60.0,3,I,46.0,263.0,False,
28,1,16,6,2.0,90.0,60.0,4,H,77.0,263.0,False,
28,1,16,6,2.0,90.0,60.0,5,H,77.0,340.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 16. There are 10 trials in this game.', 'You are instructed to press I and get 54.0 points.', 'You are instructed to press H and get 86.0 points.', 'You are instructed to press I and get 46.0 points.', 'You are instructed to press H and get 77.0 points.']You press <<"
28,1,16,6,2.0,90.0,60.0,6,H,90.0,430.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 16. There are 10 trials in this game.', 'You are instructed to press I and get 54.0 points.', 'You are instructed to press H and get 86.0 points.', 'You are instructed to press I and get 46.0 points.', 'You are instructed to press H and get 77.0 points.', 'You press <<H>> and get 77.0 points.']You press <<"
28,1,16,6,2.0,90.0,60.0,7,H,84.0,514.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 16. There are 10 trials in this game.', 'You are instructed to press I and get 54.0 points.', 'You are instructed to press H and get 86.0 points.', 'You are instructed to press I and get 46.0 points.', 'You are instructed to press H and get 77.0 points.', 'You press <<H>> and get 77.0 points.', 'You press <<H>> and get 90.0 points.']You press <<"
28,1,16,6,2.0,90.0,60.0,8,H,77.0,591.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 16. There are 10 trials in this game.', 'You are instructed to press I and get 54.0 points.', 'You are instructed to press H and get 86.0 points.', 'You are instructed to press I and get 46.0 points.', 'You are instructed to press H and get 77.0 points.', 'You press <<H>> and get 77.0 points.', 'You press <<H>> and get 90.0 points.', 'You press <<H>> and get 84.0 points.']You press <<"
28,1,16,6,2.0,90.0,60.0,9,H,97.0,688.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 16. There are 10 trials in this game.', 'You are instructed to press I and get 54.0 points.', 'You are instructed to press H and get 86.0 points.', 'You are instructed to press I and get 46.0 points.', 'You are instructed to press H and get 77.0 points.', 'You press <<H>> and get 77.0 points.', 'You press <<H>> and get 90.0 points.', 'You press <<H>> and get 84.0 points.', 'You press <<H>> and get 77.0 points.']You press <<"
28,1,16,6,2.0,90.0,60.0,10,H,99.0,787.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 16. There are 10 trials in this game.', 'You are instructed to press I and get 54.0 points.', 'You are instructed to press H and get 86.0 points.', 'You are instructed to press I and get 46.0 points.', 'You are instructed to press H and get 77.0 points.', 'You press <<H>> and get 77.0 points.', 'You press <<H>> and get 90.0 points.', 'You press <<H>> and get 84.0 points.', 'You press <<H>> and get 77.0 points.', 'You press <<H>> and get 97.0 points.']You press <<"
28,1,17,6,3.0,64.0,60.0,1,I,71.0,249.0,False,
28,1,17,6,3.0,64.0,60.0,2,H,61.0,249.0,False,
28,1,17,6,3.0,64.0,60.0,3,I,73.0,249.0,False,
28,1,17,6,3.0,64.0,60.0,4,I,44.0,249.0,False,
28,1,17,6,3.0,64.0,60.0,5,I,59.0,308.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 17. There are 10 trials in this game.', 'You are instructed to press I and get 71.0 points.', 'You are instructed to press H and get 61.0 points.', 'You are instructed to press I and get 73.0 points.', 'You are instructed to press I and get 44.0 points.']You press <<"
28,1,17,6,3.0,64.0,60.0,6,I,64.0,372.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 17. There are 10 trials in this game.', 'You are instructed to press I and get 71.0 points.', 'You are instructed to press H and get 61.0 points.', 'You are instructed to press I and get 73.0 points.', 'You are instructed to press I and get 44.0 points.', 'You press <<I>> and get 59.0 points.']You press <<"
28,1,17,6,3.0,64.0,60.0,7,I,52.0,424.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 17. There are 10 trials in this game.', 'You are instructed to press I and get 71.0 points.', 'You are instructed to press H and get 61.0 points.', 'You are instructed to press I and get 73.0 points.', 'You are instructed to press I and get 44.0 points.', 'You press <<I>> and get 59.0 points.', 'You press <<I>> and get 64.0 points.']You press <<"
28,1,17,6,3.0,64.0,60.0,8,I,58.0,482.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 17. There are 10 trials in this game.', 'You are instructed to press I and get 71.0 points.', 'You are instructed to press H and get 61.0 points.', 'You are instructed to press I and get 73.0 points.', 'You are instructed to press I and get 44.0 points.', 'You press <<I>> and get 59.0 points.', 'You press <<I>> and get 64.0 points.', 'You press <<I>> and get 52.0 points.']You press <<"
28,1,17,6,3.0,64.0,60.0,9,I,66.0,548.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 17. There are 10 trials in this game.', 'You are instructed to press I and get 71.0 points.', 'You are instructed to press H and get 61.0 points.', 'You are instructed to press I and get 73.0 points.', 'You are instructed to press I and get 44.0 points.', 'You press <<I>> and get 59.0 points.', 'You press <<I>> and get 64.0 points.', 'You press <<I>> and get 52.0 points.', 'You press <<I>> and get 58.0 points.']You press <<"
28,1,17,6,3.0,64.0,60.0,10,I,57.0,605.0,True,"['You are participating in multiple games involving two slot machines, labeled I and H.', 'The two slot machines are different across different games.', 'Each time you choose a slot machine, you get some points.', 'You choose a slot machine by pressing the corresponding key.', 'Each slot machine tends to pay out about the same amount of points on average.', 'Your goal is to choose the slot machines that will give you the most points across the experiment.', 'The first 4 trials in each game are instructed trials where you will be told which slot machine to choose.', 'After these instructed trials, you will have the freedom to choose for either 1 or 6 trials.', ' Game 17. There are 10 trials in this game.', 'You are instructed to press I and get 71.0 points.', 'You are instructed to press H and get 61.0 points.', 'You are instructed to press I and get 73.0 points.', 'You are instructed to press I and get 44.0 points.', 'You press <<I>> and get 59.0 points.', 'You press <<I>> and get 64.0 points.', 'You press <<I>> and get 52.0 points.', 'You press <<I>> and get 58.0 points.', 'You press <<I>> and get 66.0 points.']You press <<"
28,1,18,6,2.0,60.0,64.0,1,H,75.0,271.0,False,
28,1,18,6,2.0,60.0,64.0,2,H,46.0,271.0,False,
28,1,18,6,2.0,60.0,64.0,3,I,65.0,271.0,False,
28,1,18,6,2.0,60.0,64.0,4,I,85.0,271.0,False,
